url,Title,Course Headline,Instructor,Rating,Price,length,number_of_lectures,difficulty
https://www.udemy.com/course/data-structures-stack-queue-linkedlist/,Fundamental Data Structures & Algorithms using C language.,"Learn Data Structures and algorithms for Stack, Queue, Linked List, Binary Search Tree and Heap ( using C Programming ).",Shibaji Paul,4.5,Current price₹455,15.5 total hours,125 lectures,All Levels
https://www.udemy.com/course/fundamental-concepts-of-c/,Fundamental Concepts of C,Basic concepts of programming language,Abhishek Agarwal,4.4,Current price₹455,35 total mins,20 lectures,All Levels
https://www.udemy.com/course/c-programming-unchained/,C Programming Unchained (Prepare for Placements),One course for all your placement and interview needs.,Shridhar Hegde,4.5,Current price₹455,15 total hours,30 lectures,Intermediate
https://www.udemy.com/course/c-c-python-ruby-java-html5-php-programming-for-beginners/,"C, C++, Python and Ruby Programming","C, C++, Python and Ruby python programming Courses with Practical Examples",DoEdu IT Educations,3.4,Current price₹455,25.5 total hours,307 lectures,All Levels
https://www.udemy.com/course/from-0-to-1-c-programming/,From 0 to 1: C Programming - Drill Deep,C Programming is still a very useful skill to have - and this is the course to pick it up!,Loony Corn,3.9,Current price₹455,12 total hours,60 lectures,All Levels
https://www.udemy.com/course/build-undetectable-malware-using-c-language-ethical-hacking/,Build Undetectable Malware Using C Language: Ethical Hacking,In This Advance Ethical Hacking Course You Will Learn How To Create Your Own Penetration Testing Tool With C Programming,"Aleksa Tamburkovski, Joe Parys",4.7,Current price₹455,3 total hours,23 lectures,Expert
https://www.udemy.com/course/c-programming-for-beginners-programming-in-c/,Complete C Programming Course - C Language for Students,NULL,Vlad Budnitski,4.5,Current price₹455,33.5 total hours,301 lectures,All Levels
https://www.udemy.com/course/datastructurescncpp/,Mastering Data Structures & Algorithms using C and C++,NULL,Abdul Bari,4.6,Current price₹455,58.5 total hours,390 lectures,All Levels
https://www.udemy.com/course/microcontroller-embedded-c-programming/,Microcontroller Embedded C Programming: Absolute Beginners,NULL,"FastBit Embedded Brain Academy, Kiran Nayak",4.6,Current price₹455,16.5 total hours,192 lectures,Beginner
https://www.udemy.com/course/c-programming-in-windows/,C Programming On Windows For Beginners,NULL,Daniel McCarthy,4.7,Current price₹455,5 total hours,45 lectures,All Levels
https://www.udemy.com/course/arduino-firmware-programming-with-electronicsschematicspcb/,Arduino Embedded C With Electronics/Schematics/PCB,NULL,Daniel McCarthy,4.7,Current price₹455,4 total hours,22 lectures,Beginner
https://www.udemy.com/course/mastering-pointers-in-c/,Mastering Pointers in C,Learn to use Pointers Confidently and Correctly.,Neil Panchal,4.0,Current price₹455,3.5 total hours,18 lectures,All Levels
https://www.udemy.com/course/learn-c-programming-from-scratch/,Learn C programming from Scratch,A must learn programming language for beginners.,Rajarshi Das,2.4,Current price₹455,3.5 total hours,23 lectures,Beginner
https://www.udemy.com/course/c-programming-for-beginners-solid-foundations/,C-Programming for Beginners - Solid Foundations,"Learn C the easy way, using graphical illustrations & an explanation of what happens inside the computer memory",Panagiotis Gnafakis,4.2,Current price₹455,22.5 total hours,91 lectures,Beginner
https://www.udemy.com/course/embedded-systems-object-oriented-programming-j/,Embedded Systems Object-Oriented Programming in C/C++,"End-to-End Firmware and Driver Development: UART,GPIO,TIMER, etc. From Datasheet to Embedded C and C++","EmbeddedExpertIO ., Israel Gbati",4.3,Current price₹455,12.5 total hours,44 lectures,All Levels
https://www.udemy.com/course/csharp7-whats-new/,"What's New in C#7, C#8 and C#9","Learn about latest features of C#7, C#8 and C#9",Dmitri Nesteruk,4.6,Current price₹455,4.5 total hours,40 lectures,Beginner
https://www.udemy.com/course/learn-structures-in-c/,Intro to struct and List in C,Struct within an application,Andrew Mehri,4.8,Current price₹455,2.5 total hours,13 lectures,Intermediate
https://www.udemy.com/course/arrays-for-c-programming-mcq-practice-questions/,Arrays for C Programming MCQ Practice Questions,Examination Preparation and Interview questions on Arrays for C Programming,Manu Mitra,4.7,Current price₹455,23 questions,All Levels,Intermediate
https://www.udemy.com/course/beginning-c-plus-plus-programming/,Beginning C++ Programming - From Beginner to Beyond,Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills. C++14 and C++17 covered.  C++20 info see below.,"Tim Buchalka's Learn Programming Academy, Dr. Frank Mitropoulos",4.6,Current price₹656,46 total hours,305 lectures,All Levels
https://www.udemy.com/course/practical-c-programming-practices-130-common-projects/,Practical C Programming Practices (130+ Common Projects),Master C programming with over 130+ best C programming practices for absolute beginners to excel in the industry,"Emenwa Global, Zoolord Academy",4.5,Current price₹455,15.5 total hours,139 lectures,All Levels
https://www.udemy.com/course/c-language-for-beginners/,C Language for Beginners,Learn how to write programs using C Language in precise and concise way,Srikanth Pragada,4.4,Current price₹455,9 total hours,25 lectures,Beginner
https://www.udemy.com/course/complete-codecamp-on-c-c-c-java-python-programming/,"Complete Codecamp On C, C++, C#, Java & Python Programming!","Obtain core programming skills & certification! Master practical C, C++, C#, Java & Python from scratch for beginners","Emenwa Global, Zoolord Academy",4.5,Current price₹455,82.5 total hours,695 lectures,Beginner
https://www.udemy.com/course/csxfunda-c-programs-for-beginners/,100+  C Programs for Beginners,Each  program is explained clearly step by step. You  will get  a solid foundation in Coding [C Programming].,CSxFUNDA TECH,4.4,Current price₹455,6.5 total hours,192 lectures,All Levels
https://www.udemy.com/course/complete-and-ultimate-c-programming-course/,Complete And Ultimate C Programming Course,"From Beginner To Advance, Scratch To Professional, ZERO To Mastery, And A Complete Package To All",Hanoak S,3.9,Current price₹455,36.5 total hours,295 lectures,All Levels
https://www.udemy.com/course/c-programming-create-terminal-apps/,C Programming - Practical Tutorial by Projects,"The most important point to learning programming, thinking on many different examples. Learn line by line.",Burak Gunduz,4.5,Current price₹455,3.5 total hours,29 lectures,Beginner
https://www.udemy.com/course/learn-how-to-code/,Learn How To Code: Google's Go (golang) Programming Language,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,Todd McLeod,4.5,Current price₹455,46.5 total hours,374 lectures,All Levels
https://www.udemy.com/course/3-minute-french-full-course-1/,3 Minute French - Course 1 | Language lessons for beginners,Learn to speak French you can use in everyday real-world situations - all in just 3-minute chunks!,Kieran Ball,4.7,Current price₹455,4.5 total hours,106 lectures,Beginner
https://www.udemy.com/course/nlp-with-transformers/,Natural Language Processing: NLP With Transformers in Python,"Learn next-generation NLP with transformers for sentiment analysis, Q&A, similarity search, NER, and more",James Briggs,4.5,Current price₹455,11.5 total hours,102 lectures,All Levels
https://www.udemy.com/course/stm32f4-arm-cortex-mx-custom-bootloader-development/,STM32Fx Microcontroller Custom Bootloader Development,NULL,"FastBit Embedded Brain Academy, Kiran Nayak",4.7,Current price₹455,11.5 total hours,102 lectures,All Levels
https://www.udemy.com/course/arm-assembly-programming/,ARM Assembly Language From Ground Up™ 1,NULL,"Israel Gbati, BHM Engineering Academy",4.5,Current price₹455,11.5 total hours,102 lectures,All Levels
https://www.udemy.com/course/microcontroller-programming-stm32-timers-pwm-can-bus-protocol/,"Mastering Microcontroller: Timers, PWM, CAN, Low Power(MCU2)",NULL,"FastBit Embedded Brain Academy, Kiran Nayak",4.6,Current price₹455,11.5 total hours,102 lectures,All Levels
https://www.udemy.com/course/rust-lang/,The Rust Programming Language,"Learn a modern, powerful yet safe systems programming language!",Dmitri Nesteruk,4.5,Current price₹455,8.5 total hours,61 lectures,All Levels
https://www.udemy.com/course/natural-language-processing-with-deep-learning-in-python/,Natural Language Processing with Deep Learning in Python,"Complete guide on deriving and implementing word2vec, GloVe, word embeddings, and sentiment analysis with recursive nets","Lazy Programmer Team, Lazy Programmer Inc.",4.7,"Current price₹2,560",12 total hours,95 lectures,Expert
https://www.udemy.com/course/english-speaking-complete/,English Speaking Complete: English Language Mastery,"Supercharge your English speaking fluency and improve your vocabulary, grammar and English language skills.",David Morris,4.5,Current price₹455,44.5 total hours,235 lectures,All Levels
https://www.udemy.com/course/confident-body-language-master-non-verbal-communication/,CONFIDENCE and SELF ESTEEM: Develop Confident Body Language,Learn how to feel and look more CONFIDENT & COMFORTABLE with proven body language tools. TOP-Rated body language course,"Jimmy Naraine, Jimmy Naraine Support",4.5,Current price₹455,1.5 total hours,26 lectures,All Levels
https://www.udemy.com/course/embedded-systems-bare-metal-programming/,Embedded Systems Bare-Metal  Programming  Ground Up™ (STM32),"No Libraries used, Professional CMSIS Standard, ARM Cortex, ADC,UART,TIMERS, DMA,SPI,I2C,RTC,GPIO etc.","Israel Gbati, BHM Engineering Academy",4.6,Current price₹455,24.5 total hours,136 lectures,Intermediate
https://www.udemy.com/course/embedded-system-programming-on-arm-cortex-m3m4/,Embedded Systems Programming on ARM Cortex-M3/M4 Processor,With hands on coding using C Programming and assembly on ARM Cortex M Processor based Microcontroller,"FastBit Embedded Brain Academy, Kiran Nayak",4.6,Current price₹455,15 total hours,124 lectures,All Levels
https://www.udemy.com/course/best-way-to-learn-german-full-beginner-starter-kit/,Best Way to Learn German Language: Full Beginner (A1.1),Learn German language with fun bite-size lessons for beginners. Start speaking German & pass the Goethe A1 German exam!,Sandra 11Percent,4.7,Current price₹455,7.5 total hours,302 lectures,Beginner
https://www.udemy.com/course/i3-window-manager-tutorial/,i3 tutorial,Manage windows mouse-free!,Tyler Adams,4.0,Current price₹455,34 total mins,16 lectures,Intermediate
https://www.udemy.com/course/the-complete-english-language-course-improve-spoken-english/,The Complete English Language Course  Improve Spoken English,Master the English Language - Learn English Grammar  English Conversation  English  Pronunciation  Spoken English,"TJ Walker, Derek Smith, Media Training Worldwide Digital",4.5,Current price₹455,27 total hours,374 lectures,All Levels
https://www.udemy.com/course/deep-learning-advanced-nlp/,Deep Learning: Advanced Natural Language Processing and RNNs,"Natural Language Processing (NLP) with Sequence-to-sequence (seq2seq), Attention, CNNs, RNNs, and Memory Networks!",Lazy Programmer Inc.,4.6,Current price₹455,8.5 total hours,65 lectures,All Levels
https://www.udemy.com/course/c-language-deep-learning-from-ground-uptm/,{ C Language } Deep Learning From Ground Up™,Build Artificial Intelligence Applications in C,"Israel Gbati, BHM Engineering Academy",4.9,Current price₹455,7.5 total hours,52 lectures,All Levels
https://www.udemy.com/course/deutsch-a1-1/,German Language A1: Learn German For Beginners!,"Learn German Language From A Native & Experienced German Teacher - Learn German Grammar, Vocabulary, & Conversation!",Julia Krist,4.6,Current price₹455,11 total hours,55 lectures,Intermediate
https://www.udemy.com/course/python-the-complete-python-developer-course/,Learn Python Programming Masterclass,This Python For Beginners Course Teaches You The Python Language  Fast.  Includes Python Online Training With Python 3,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy",4.5,Current price₹455,67 total hours,492 lectures,All Levels
https://www.udemy.com/course/complete-dart-guide/,The Complete Dart Language Guide for Beginners and Beyond,"Learn Dart Programming in depth. Includes: basic to advanced topics, exercises, and projects. Fully updated to Dart 2.12",Andrea Bizzotto,4.7,Current price₹455,10 total hours,184 lectures,All Levels
https://www.udemy.com/course/go-the-complete-developers-guide/,Go: The Complete Developer's Guide (Golang),Master the fundamentals and advanced features of the Go Programming Language (Golang),Stephen Grider,4.6,Current price₹455,9 total hours,83 lectures,All Levels
https://www.udemy.com/course/learnandmastersignlanguage/,Learn & Master Sign Language,American Sign Language,Legacy Learning Systems,4.5,"Current price₹3,200",49 total hours,374 lectures,All Levels
https://www.udemy.com/course/c-programming-for-beginners-programming-in-c/,Complete C Programming Course - C Language for Students,C Programming 2021: Master the Fundamentals of C Programming Language for Beginner Students in College/University,Vlad Budnitski,4.5,Current price₹455,33.5 total hours,301 lectures,All Levels
https://www.udemy.com/course/building-database-web-app-php-oop-pdo-ajax/,Building Database Web App PHP | OOP | PDO | AJAX | MySQL,"A complete solution to learning and building a fully functional Web Application Using PHP, OOP, PDO, Bootstrap and AJAX",Paul Amissah,5.0,Current price₹455,19 total hours,76 lectures,All Levels
https://www.udemy.com/course/complete-php-oop-tutorials-for-absolute-beginners-projects/,Complete PHP OOP Concepts for Absolute Beginners + Projects,Learn PHP OOP from Scratch: Object Oriented Programming Concepts with Examples and Projects. Learn PHP OOPS Guaranteed!,Srinivas Vanamala,4.5,Current price₹455,10.5 total hours,180 lectures,Intermediate
https://www.udemy.com/course/php-3-step-process-to-master-php-for-beginners-templates/,PHP - A 3-Step Process to Master PHP for Newbies + Templates,Learn PHP 7 like a Professional! Start from the basics and go all the way to creating your own interactive PHP web apps!,"Dr. Chris Mall • 25,000+ Students Worldwide",4.8,Current price₹455,3.5 total hours,21 lectures,All Levels
https://www.udemy.com/course/php-with-pdo-build-a-basic-task-list-with-php-pdo-mysql-ajax/,"PHP with PDO: Build a Basic Task List with PHP, PDO & MySQL",NULL,Terry Ogbemudia Osayawe,4.7,Current price₹455,3.5 total hours,21 lectures,All Levels
https://www.udemy.com/course/php-mvc-login/,Build a Complete Registration and Login System using PHP MVC,NULL,Dave Hollingworth,4.8,Current price₹455,3.5 total hours,21 lectures,All Levels
https://www.udemy.com/course/the-complete-php-mvc-course-build-a-modern-php-ecommerce-store/,PHP: The Complete PHP MVC Course,NULL,"Devscreencast Elearning, Terry Ogbemudia Osayawe",3.2,Current price₹455,3.5 total hours,21 lectures,All Levels
https://www.udemy.com/course/backend-web-development-certification-php/,PHP & MySQL Professional Certification,"Learn about Hashing, OOP (Object Oriented Programming), the MVC Design Pattern, CRUD & MySQL Injection",Karl G. Zafiris,3.9,Current price₹455,2.5 total hours,14 lectures,All Levels
https://www.udemy.com/course/object-oriented-programming-in-php/,Object Oriented Programming (OOP) in PHP - Build An OOP Site,"No PHP knowledge required. Everything you need to know to build and manage OOP websites in PHP, including Wordpress","Rob Percival, Codestars by Rob Percival",4.2,Current price₹455,2 total hours,36 lectures,All Levels
https://www.udemy.com/course/essential-php-skills-for-building-dynamic-websites-revoiced/,BlackBelt PHP and MySQL Skills for Creating Dynamic Websites,Learning how to create programs that are safe and efficient enough to survive in real life from ground zero.,OnlyKiosk Tech,4.5,Current price₹455,23.5 total hours,186 lectures,All Levels
https://www.udemy.com/course/php-mvc-from-scratch/,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,NULL,Dave Hollingworth,4.7,Current price₹455,3 total hours,66 lectures,All Levels
https://www.udemy.com/course/make-a-social-media-website/,Build a Social Network from Scratch: JavaScript PHP + MySQL,NULL,Reece Kenney,4.6,Current price₹656,17 total hours,180 lectures,All Levels
https://www.udemy.com/course/learn-php-via-examples-and-mini-tasks/,PHP for Beginners 2021: all PHP code used is fully explained,NULL,Patrick Morrow,4.8,Current price₹455,7.5 total hours,149 lectures,Beginner
https://www.udemy.com/course/user-authentication-code-a-simple-login-system-with-php/,PHP: Complete Login and Registration System with PHP & MYSQL,NULL,Terry Ogbemudia Osayawe,4.5,Current price₹455,9 total hours,60 lectures,All Levels
https://www.udemy.com/course/youtube-clone/,Make a YouTube Clone from Scratch: JavaScript PHP and MySQL,NULL,Reece Kenney,4.9,Current price₹455,18.5 total hours,194 lectures,All Levels
https://www.udemy.com/course/getting-started-with-php-7/,Getting Started with PHP 7,Increase your productivity by learning the new features of PHP 7,Packt Publishing,4.8,Current price₹455,4 total hours,48 lectures,Expert
https://www.udemy.com/course/create-a-members-only-blog-using-php-mysql-ajax/,"Create a Members Only Blog using PHP, MySQL, & AJAX","Create a Database Driven Blog with Authentication, Validated Contact Forms, & Session Variables using PHP, MYSQL, & AJAX",YouAccel Training,4.4,Current price₹455,2 total hours,20 lectures,Beginner
https://www.udemy.com/course/authentication-from-scratch-with-php-and-mysql/,Login and Registration from Scratch with PHP and MySQL,"Create a PHP login system including user sign-up, login, ""remember me"", password reset and user administration.",Dave Hollingworth,4.8,Current price₹455,2 total hours,36 lectures,Intermediate
https://www.udemy.com/course/writing-secure-php-code/,Writing Secure PHP Code - PHP Security Tutorial,Create secure PHP code and prevent attacks and exploits in your code - This is an Essential course for all developers,Infinite Skills,4.4,Current price₹455,4.5 total hours,43 lectures,All Levels
https://www.udemy.com/course/learn-web-development-complete-step-by-step-guide-to-success/,Complete Web Developer Course HTML CSS JavaScript PHP jQuery,"Complete web developer Guide to websites working with HTML, CSS, JavaScript, PHP, Bootstrap, JQuery, MySQL and more",Laurence Svekis,3.9,Current price₹455,22.5 total hours,288 lectures,All Levels
https://www.udemy.com/course/beginners-guide-to-php/,"Learn PHP 7, MySQL, Object-Oriented Programming, PHP Forms","Build a secure login script, learn object-oriented programming, submit forms to MySQL and more.",John Morris,3.8,Current price₹455,17 total hours,76 lectures,Beginner
https://www.udemy.com/course/php-security/,PHP Security,Learn to secure your PHP applications,"Edwin Diaz, Coding Faculty Solutions",4.4,Current price₹455,2.5 total hours,24 lectures,All Levels
https://www.udemy.com/course/complete-php-mysql-course-beginner-to-advanced-level/,PHP & MySQL Course: The Complete Guide (Step by Step),Learn to Build advanced web applications from scratch with PHP & MySQL,Fatah Gabrial,4.8,Current price₹455,3.5 total hours,44 lectures,All Levels
https://www.udemy.com/course/learn-php-basics/,Learn PHP Basics,"Guide to learning the core concept of PHP coding, covering fundamental PHP coding syntax and how to use it",Laurence Svekis,4.4,Current price₹455,1.5 total hours,21 lectures,Beginner
https://www.udemy.com/course/php-fundamentals-course/,PHP for Beginners : Learn PHP Programming From Scratch!,Learn the Basics and Fundamentals of PHP Programming! A Great PHP Course that you will Actually Learn to Code PHP!,"Oracle Master Training • 100,000+ Students Worldwide, Code Star Academy",4.5,Current price₹455,3.5 total hours,59 lectures,All Levels
https://www.udemy.com/course/learning-php-and-mysql-development-the-easy-way/,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,"Learn To Build Robust PHP / MySQL Web Applications, Taught By Leading Zend Certified PHP Trainer. Learn To Code PHP Fast",Infinite Skills,4.1,Current price₹455,15.5 total hours,143 lectures,All Levels
https://www.udemy.com/course/login-and-registration-system-in-php-and-mysql-step-by-step/,Complete Login/Registration System in PHP & MYSQL 2021,Complete login and registration system using PHP and MYSQL with latest password Hashing Techniques 2021.,"Usman Raoof, Fahad Chaudhry",4.6,Current price₹455,4 total hours,29 lectures,All Levels
https://www.udemy.com/course/the-complete-php-mvc-course-build-a-modern-php-ecommerce-store/,PHP: The Complete PHP MVC Course,"Learn to master modern PHP MVC core development step-by-step, and build your eCommerce store in less than 30 days","Devscreencast Elearning, Terry Ogbemudia Osayawe",3.2,Current price₹455,25 total hours,147 lectures,Intermediate
https://www.udemy.com/course/codeigniter-4-create-web-applications-using-php-and-mysql/,CodeIgniter 4: Create Web Applications using PHP and MySQL,"Start creating web applications using CodeIgniter, PHP and MySQL database!",Jacek Pająk,4.7,Current price₹455,3.5 total hours,56 lectures,Beginner
https://www.udemy.com/course/javascript-learn-javascript-essentials-and-build-project/,Learn JavaScript for Web Development,Advance your Web Development Skills By Learning Javascript from JavaScript Expert!,Irfan Dayan,4.0,Current price₹455,8.5 total hours,95 lectures,Intermediate
https://www.udemy.com/course/html-javascript-bootstrap-certification-course/,"HTML, JavaScript, & Bootstrap - Certification Course","A Comprehensive Guide for Beginners interested in learning HTML, JavaScript, & Bootstrap. Build Interactive Web Pages.",YouAccel Training,4.3,Current price₹455,6.5 total hours,124 lectures,Beginner
https://www.udemy.com/course/ui-technologies-indepth/,Web Development | HTML | CSS | JavaScript | jQuery | NodeJS,Full Stack Web Development Bootcamp | HTML Project | HTML 5 | CSS 3 | JavaScript | Bootstrap | ES6 | jQuery | NodeJS,Web University by Harsha Vardhan,4.4,Current price₹455,62.5 total hours,594 lectures,All Levels
https://www.udemy.com/course/angular-reactjs-vuejs-quickstart-comparison/,"React JS, Angular & Vue JS - Quickstart & Comparison","Angular (Angular 2+), React or Vue? Get a Crash Course on each of them and a detailed comparison!","Maximilian Schwarzmüller, Academind by Maximilian Schwarzmüller",4.7,Current price₹455,8 total hours,144 lectures,Beginner
https://www.udemy.com/course/1-hour-javascript/,1 Hour JavaScript,Learn how to code in JavaScript in 1 hour. This class is set up for complete beginners!,John Bura,4.5,Current price₹455,1 total hour,18 lectures,Beginner
https://www.udemy.com/course/javascript-beginnerscourse/,JavaScript Complete Beginners Course For Web Development,"JavaScript tutorial for Beginner, JavaScript Loop ,JS function,  JavaScript ES6, JavaScript DOM, Modern JavaScript",Funky Programmer,4.1,Current price₹455,12.5 total hours,98 lectures,Beginner
https://www.udemy.com/course/javascript-basics-for-beginners/,JavaScript Basics for Beginners,NULL,Mosh Hamedani,4.5,Current price₹455,6.5 total hours,105 lectures,Beginner
https://www.udemy.com/course/js-algorithms-and-data-structures-masterclass/,JavaScript Algorithms and Data Structures Masterclass,NULL,Colt Steele,4.8,Current price₹455,22 total hours,249 lectures,All Levels
https://www.udemy.com/course/web-components-stenciljs-build-custom-html-elements/,Web Components & Stencil.js - Build Custom HTML Elements,NULL,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",4.6,Current price₹455,9 total hours,144 lectures,All Levels
https://www.udemy.com/course/asynchronous-javascript-promises-callbacks-async-await/,"Asynchronous JavaScript: Promises, Callbacks, Async Await",NULL,Viktor Pyskunov,4.6,Current price₹455,3 total hours,42 lectures,All Levels
https://www.udemy.com/course/gatsby-tutorial-and-projects-course/,Gatsby.js Tutorial and Projects Course,NULL,John Smilga,4.9,Current price₹455,22 total hours,238 lectures,All Levels
https://www.udemy.com/course/build-responsive-website-using-html5-css3-js-and-bootstrap/,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap","Learn HTML5, CSS3, JavaScript, jQuery and Bootstrap framework by building a modern looking responsive website.",Irfan Dayan,4.4,Current price₹455,8 total hours,75 lectures,All Levels
https://www.udemy.com/course/become-a-certified-web-developer/,"Become a Certified HTML, CSS, JavaScript Web Developer","Complete coverage of HTML, CSS, Javascript while you Earn Four Respected Certifications","Framework Tech Media, Mark Lassoff",4.5,Current price₹455,46 total hours,523 lectures,All Levels
https://www.udemy.com/course/javascript-and-the-dom/,JavaScript Projects for JavaScript Beginners,Interactive Front-End Development for Beginners,Rob Merrill,4.6,Current price₹455,7.5 total hours,76 lectures,Beginner
https://www.udemy.com/course/javascript-from-beginner-to-pro-best-course/,Javascript - From Beginner to Pro-Build real world JS apps,"Master JavaScript with the most complete JavaScript course on market! 1st step to learn JS - React, Angular or Vue JS",Abhay Talreja,4.4,Current price₹455,12.5 total hours,85 lectures,Beginner
https://www.udemy.com/course/javascript-the-complete-modern-javascript-masterclass/,The Complete JavaScript Bootcamp 2021 - Build Real Projects!,"Learn Modern JavaScript by building real-world Projects! JavaScript ES6+, OOP, Async JavaScript, Webpack and much more..",Ghulam Abbas,4.9,Current price₹455,18 total hours,122 lectures,All Levels
https://www.udemy.com/course/uxdevelopment/,UI UX Design Hybrid from Figma to HTML CSS and JavaScript,"Learn how to become a Full-Stack Designer with User Interface Design, User Experience Design, Web Development, Bootstrap",Hossein Boroji,4.4,Current price₹455,31 total hours,313 lectures,All Levels
https://www.udemy.com/course/python-js-react-blockchain/,"Python, JS, & React | Build a Blockchain & Cryptocurrency","Build a blockchain and cryptocurrency with Python, JavaScript, and React! Backend and frontend web development included!",David Joseph Katz,4.7,Current price₹455,15 total hours,133 lectures,All Levels
https://www.udemy.com/course/kids-coding-introduction-to-html-css-and-javascript/,"Kids Coding - Introduction to HTML, CSS and JavaScript!",Your kid could be the next Zuckerberg!,"John Bura, Mammoth Interactive",4.5,Current price₹455,7 total hours,217 lectures,Beginner
https://www.udemy.com/course/100-days-of-javascript/,100 Days of JavaScript,"Sharpen your JavaScript skills by building Amazing projects over the next 100 Days with HTML, CSS and JavaScript.",Ewomazino Akpareva,4.6,Current price₹455,60.5 total hours,206 lectures,All Levels
https://www.udemy.com/course/functional-programming-for-beginners-with-javascript/,Functional Programming For Beginners With JavaScript,"A practical guide that teaches you Functional Programming With JavaScript. Optimally paced, No-nonsense. Learn quickly!",James Moore,4.6,Current price₹455,5.5 total hours,58 lectures,Beginner
https://www.udemy.com/course/react-js-a-complete-guide-for-frontend-web-development/,React JS- Complete Guide for Frontend Web Development [2021],"Become an expert React JS Developer. Learn HTML, CSS, JavaScript, ES6, React JS and jQuery.","EdYoda Digital University, Qaifi Khan, Mavludin Abdulkadirov",4.4,Current price₹455,22 total hours,202 lectures,All Levels
https://www.udemy.com/course/complete-modern-javascript-with-firebase-bootcamp-for-beginners/,Complete Modern JavaScript Firebase BootCamp the beginner,"Master JavaScript and Firebase Firestore with Pure JavaScript！JavaScript ES6+, OOP, AJAX",Kim Chen,4.3,Current price₹455,6 total hours,109 lectures,Beginner
https://www.udemy.com/course/js-masterclass/,JavaScript Masterclass 2021: Modern & Comprehensive,"Zero to Hero: ES6 / ES2015 + ES2016 + ES2017,  Object Oriented, Functional, Asynchronous JS + Interview Prep",Hemil Patel,4.6,Current price₹455,8.5 total hours,88 lectures,All Levels
https://www.udemy.com/course/modern-javascript-es6-for-react-js/,Modern JavaScript for React JS - ES6.,A complete guide for beginners to learn the essential topics of ES6 which are required to learn React JS,"EdYoda Digital University, Qaifi Khan",4.3,Current price₹455,1.5 total hours,16 lectures,Intermediate
https://www.udemy.com/course/the-complete-machine-learning-and-data-science-course-in-r/,The Complete Machine Learning and Data Science Course in R,Become a real time professional Data Scientist by learning the intuition and  Math Behind each Machine Learning Model,Data Science Academy,4.8,Current price₹455,17.5 total hours,146 lectures,All Levels
https://www.udemy.com/course/clustering-classification-with-machine-learning-in-r/,Clustering & Classification With Machine Learning In R,Harness The Power Of Machine Learning For Unsupervised & Supervised Learning In R -- With Practical Examples,Minerva Singh,4.6,Current price₹618,8 total hours,69 lectures,All Levels
https://www.udemy.com/course/text-mining-and-sentiment-analysis-with-tableau-and-r/,Text Mining and Sentiment Analysis with Tableau and R,"Data Science with R and Tableau: Extract valuable info out of Twitter to rock in marketing, finance, or any research.",R-Tutorials Training,4.8,Current price₹474,4 total hours,36 lectures,All Levels
https://www.udemy.com/course/full-stack-data-science-r-and-python/,Data Science with R and Python,"Python or R programming! Learn data science with R & Python with all in one course. You'll learn NumPy, Pandas and more",Oak Academy,4.2,Current price₹455,13.5 total hours,84 lectures,All Levels
https://www.udemy.com/course/regression-analysis-for-statistics-machine-learning-in-r/,Regression Analysis for Statistics & Machine Learning in R,Learn Complete Hands-On Regression Analysis for Practical Statistical Modelling and Machine Learning in R,Minerva Singh,4.5,Current price₹455,7.5 total hours,62 lectures,All Levels
https://www.udemy.com/course/data-cleaning-in-r-tidyverse/,Cleaning Data In R with Tidyverse and Data.table,"Get your data ready for analysis with R packages tidyverse, dplyr, data.table, tidyr and more",R-Tutorials Training,4.2,Current price₹455,4 total hours,37 lectures,All Levels
https://www.udemy.com/course/r-programming/,R Programming A-Z™: R For Data Science With Real Exercises!,NULL,"Kirill Eremenko, Ligency Team",4.6,Current price₹455,10.5 total hours,82 lectures,All Levels
https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,Data Science and Machine Learning Bootcamp with R,NULL,Jose Portilla,4.7,Current price₹455,18 total hours,128 lectures,All Levels
https://www.udemy.com/course/r-for-absolute-beginners/,R Programming - R Language for Absolute Beginners,NULL,Ivo Bernardo,4.5,Current price₹455,10.5 total hours,105 lectures,Beginner
https://www.udemy.com/course/r-tidyverse-reporting-and-analytics-for-excel-users/,R Tidyverse Reporting and Analytics for Excel Users,NULL,Jonathan Ng,4.7,Current price₹455,5.5 total hours,42 lectures,Beginner
https://www.udemy.com/course/time-series-analysis-and-forecasting-in-r/,Introduction to Time Series Analysis and Forecasting in R,NULL,R-Tutorials Training,4.5,Current price₹455,8.5 total hours,74 lectures,All Levels
https://www.udemy.com/course/tidy-data-updated-data-processing-with-tidyr-and-dplyr-in-r/,Tidy Data: Updated Data Processing With tidyr and dplyr in R,"Learn Data Preprocessing, Data Wrangling and Data Visualisation With the Two Most Happening R Data Science Packages",Minerva Singh,4.7,Current price₹455,4.5 total hours,40 lectures,All Levels
